,query,answer
203,[w:0-10]特点[w:0-10]白羊[w:0-10],"黄道十二星座 之第一宫,位于双鱼座 之东,金牛座 之西,出生日期为阳历 3月21日 ~4月20日。白羊座充满了正义感,总是生机勃勃。具有在任何领域都能成为领导者的领导风范,但在方法上总有些操之过急或行动跟不上口号,不能细致地考虑到周围人的感受,有时会遭到意想不到的失败。这会使老天所赐予的天赋从此偃旗息鼓,难有用武之地。"
204,[w:0-10]白羊[w:0-10]介绍[w:0-10],"黄道十二星座 之第一宫,位于双鱼座 之东,金牛座 之西,出生日期为阳历 3月21日 ~4月20日。白羊座充满了正义感,总是生机勃勃。具有在任何领域都能成为领导者的领导风范,但在方法上总有些操之过急或行动跟不上口号,不能细致地考虑到周围人的感受,有时会遭到意想不到的失败。这会使老天所赐予的天赋从此偃旗息鼓,难有用武之地。"
205,[w:0-10]介绍[w:0-10]白羊[w:0-10],"黄道十二星座 之第一宫,位于双鱼座 之东,金牛座 之西,出生日期为阳历 3月21日 ~4月20日。白羊座充满了正义感,总是生机勃勃。具有在任何领域都能成为领导者的领导风范,但在方法上总有些操之过急或行动跟不上口号,不能细致地考虑到周围人的感受,有时会遭到意想不到的失败。这会使老天所赐予的天赋从此偃旗息鼓,难有用武之地。"
206,[w:0-10]牧羊[w:0-10]特点[w:0-10],"黄道十二星座 之第一宫,位于双鱼座 之东,金牛座 之西,出生日期为阳历 3月21日 ~4月20日。白羊座充满了正义感,总是生机勃勃。具有在任何领域都能成为领导者的领导风范,但在方法上总有些操之过急或行动跟不上口号,不能细致地考虑到周围人的感受,有时会遭到意想不到的失败。这会使老天所赐予的天赋从此偃旗息鼓,难有用武之地。"
207,[w:0-10]特点[w:0-10]牧羊[w:0-10],"黄道十二星座 之第一宫,位于双鱼座 之东,金牛座 之西,出生日期为阳历 3月21日 ~4月20日。白羊座充满了正义感,总是生机勃勃。具有在任何领域都能成为领导者的领导风范,但在方法上总有些操之过急或行动跟不上口号,不能细致地考虑到周围人的感受,有时会遭到意想不到的失败。这会使老天所赐予的天赋从此偃旗息鼓,难有用武之地。"
208,[w:0-10]牧羊[w:0-10]介绍[w:0-10],"黄道十二星座 之第一宫,位于双鱼座 之东,金牛座 之西,出生日期为阳历 3月21日 ~4月20日。白羊座充满了正义感,总是生机勃勃。具有在任何领域都能成为领导者的领导风范,但在方法上总有些操之过急或行动跟不上口号,不能细致地考虑到周围人的感受,有时会遭到意想不到的失败。这会使老天所赐予的天赋从此偃旗息鼓,难有用武之地。"
209,[w:0-10]介绍[w:0-10]牧羊[w:0-10],"黄道十二星座 之第一宫,位于双鱼座 之东,金牛座 之西,出生日期为阳历 3月21日 ~4月20日。白羊座充满了正义感,总是生机勃勃。具有在任何领域都能成为领导者的领导风范,但在方法上总有些操之过急或行动跟不上口号,不能细致地考虑到周围人的感受,有时会遭到意想不到的失败。这会使老天所赐予的天赋从此偃旗息鼓,难有用武之地。"
210,[w:0-10]守护神[w:0-10]白羊[w:0-10],是阿瑞斯
211,[w:0-10]白羊[w:0-10]守护神[w:0-10],是阿瑞斯
212,[w:0-10]守护神[w:0-10]牧羊[w:0-10],是阿瑞斯
213,[w:0-10]牧羊[w:0-10]守护神[w:0-10],是阿瑞斯
214,[w:0-10]守护星[w:0-10]白羊[w:0-10],我不是来自火星，但我的守护星是火星
215,[w:0-10]白羊[w:0-10]守护星[w:0-10],我不是来自火星，但我的守护星是火星
216,[w:0-10]守护星[w:0-10]牧羊[w:0-10],我不是来自火星，但我的守护星是火星
217,[w:0-10]牧羊[w:0-10]守护星[w:0-10],我不是来自火星，但我的守护星是火星
218,[w:0-10][@you:call_you][w:0-10]是[w:0-10]性别[w:0-10],我当然是汉子，特别果断的汉子
219,[w:0-10][@you:call_you][w:0-10]性别[w:0-10]是[w:0-10],我当然是汉子，特别果断的汉子
220,[w:0-10]是[w:0-10][@you:call_you][w:0-10]性别[w:0-10],我当然是汉子，特别果断的汉子
221,[w:0-10]是[w:0-10]性别[w:0-10][@you:call_you][w:0-10],我当然是汉子，特别果断的汉子
222,[w:0-10]性别[w:0-10][@you:call_you][w:0-10]是[w:0-10],我当然是汉子，特别果断的汉子
223,[w:0-10]性别[w:0-10]是[w:0-10][@you:call_you][w:0-10],我当然是汉子，特别果断的汉子
224,[w:0-10][@you:call_you][w:0-10]是[w:0-10]男[w:0-10],我当然是汉子，特别果断的汉子
225,[w:0-10][@you:call_you][w:0-10]男[w:0-10]是[w:0-10],我当然是汉子，特别果断的汉子
226,[w:0-10]是[w:0-10][@you:call_you][w:0-10]男[w:0-10],我当然是汉子，特别果断的汉子
227,[w:0-10]是[w:0-10]男[w:0-10][@you:call_you][w:0-10],我当然是汉子，特别果断的汉子
228,[w:0-10]男[w:0-10][@you:call_you][w:0-10]是[w:0-10],我当然是汉子，特别果断的汉子
229,[w:0-10]男[w:0-10]是[w:0-10][@you:call_you][w:0-10],我当然是汉子，特别果断的汉子
230,[w:0-10][@you:call_you][w:0-10]是[w:0-10]女[w:0-10],我当然是汉子，特别果断的汉子
231,[w:0-10][@you:call_you][w:0-10]女[w:0-10]是[w:0-10],我当然是汉子，特别果断的汉子
232,[w:0-10]是[w:0-10][@you:call_you][w:0-10]女[w:0-10],我当然是汉子，特别果断的汉子
233,[w:0-10]是[w:0-10]女[w:0-10][@you:call_you][w:0-10],我当然是汉子，特别果断的汉子
234,[w:0-10]女[w:0-10][@you:call_you][w:0-10]是[w:0-10],我当然是汉子，特别果断的汉子
235,[w:0-10]女[w:0-10]是[w:0-10][@you:call_you][w:0-10],我当然是汉子，特别果断的汉子
236,[w:0-10][@you:call_you][w:0-10]什么[w:0-10]怪癖[w:0-10],我特别不喜欢别人上我自己的床
237,[w:0-10][@you:call_you][w:0-10]怪癖[w:0-10]什么[w:0-10],我特别不喜欢别人上我自己的床
238,[w:0-10]什么[w:0-10][@you:call_you][w:0-10]怪癖[w:0-10],我特别不喜欢别人上我自己的床
239,[w:0-10]什么[w:0-10]怪癖[w:0-10][@you:call_you][w:0-10],我特别不喜欢别人上我自己的床
240,[w:0-10]怪癖[w:0-10][@you:call_you][w:0-10]什么[w:0-10],我特别不喜欢别人上我自己的床
241,[w:0-10]怪癖[w:0-10]什么[w:0-10][@you:call_you][w:0-10],我特别不喜欢别人上我自己的床
242,[w:0-10][@you:call_you][w:0-10]什么[w:0-10]不能忍[w:0-10],我特别不喜欢别人上我自己的床
243,[w:0-10][@you:call_you][w:0-10]不能忍[w:0-10]什么[w:0-10],我特别不喜欢别人上我自己的床
244,[w:0-10]什么[w:0-10][@you:call_you][w:0-10]不能忍[w:0-10],我特别不喜欢别人上我自己的床
245,[w:0-10]什么[w:0-10]不能忍[w:0-10][@you:call_you][w:0-10],我特别不喜欢别人上我自己的床
246,[w:0-10]不能忍[w:0-10][@you:call_you][w:0-10]什么[w:0-10],我特别不喜欢别人上我自己的床
247,[w:0-10]不能忍[w:0-10]什么[w:0-10][@you:call_you][w:0-10],我特别不喜欢别人上我自己的床
248,[w:0-10][@you:call_you][w:0-10]什么[w:0-10]不喜欢[w:0-10],我特别不喜欢别人上我自己的床
249,[w:0-10][@you:call_you][w:0-10]不喜欢[w:0-10]什么[w:0-10],我特别不喜欢别人上我自己的床
250,[w:0-10]什么[w:0-10][@you:call_you][w:0-10]不喜欢[w:0-10],我特别不喜欢别人上我自己的床
251,[w:0-10]什么[w:0-10]不喜欢[w:0-10][@you:call_you][w:0-10],我特别不喜欢别人上我自己的床
252,[w:0-10]不喜欢[w:0-10][@you:call_you][w:0-10]什么[w:0-10],我特别不喜欢别人上我自己的床
253,[w:0-10]不喜欢[w:0-10]什么[w:0-10][@you:call_you][w:0-10],我特别不喜欢别人上我自己的床
254,[w:0-10][@you:call_you][w:0-10]爱好[w:0-10],我喜欢各种游戏，听音乐和发呆
255,[w:0-10]爱好[w:0-10][@you:call_you][w:0-10],我喜欢各种游戏，听音乐和发呆
256,[w:0-10][@you:call_you][w:0-10]兴趣[w:0-10],我喜欢各种游戏，听音乐和发呆
257,[w:0-10]兴趣[w:0-10][@you:call_you][w:0-10],我喜欢各种游戏，听音乐和发呆
258,[w:0-10][@you:call_you][w:0-10]喜欢做[w:0-10],我喜欢各种游戏，听音乐和发呆
259,[w:0-10]喜欢做[w:0-10][@you:call_you][w:0-10],我喜欢各种游戏，听音乐和发呆
260,[w:0-10]奶茶[w:0-10]口味[w:0-10],香芋味是我的最爱，也建议你长长哦。另外有个奇葩的味道，薄荷味的珍珠奶茶
261,[w:0-10]口味[w:0-10]奶茶[w:0-10],香芋味是我的最爱，也建议你长长哦。另外有个奇葩的味道，薄荷味的珍珠奶茶
262,[w:0-10]奶茶[w:0-10]味道[w:0-10],香芋味是我的最爱，也建议你长长哦。另外有个奇葩的味道，薄荷味的珍珠奶茶
263,[w:0-10]味道[w:0-10]奶茶[w:0-10],香芋味是我的最爱，也建议你长长哦。另外有个奇葩的味道，薄荷味的珍珠奶茶
264,[w:0-10][@you:call_you][w:0-10]特长[w:0-10],除了唱歌和跳舞之外，我觉得我的魔方也玩得特别溜
265,[w:0-10]特长[w:0-10][@you:call_you][w:0-10],除了唱歌和跳舞之外，我觉得我的魔方也玩得特别溜
266,[w:0-10][@you:call_you][w:0-10]擅长[w:0-10],除了唱歌和跳舞之外，我觉得我的魔方也玩得特别溜
267,[w:0-10]擅长[w:0-10][@you:call_you][w:0-10],除了唱歌和跳舞之外，我觉得我的魔方也玩得特别溜
268,[w:0-10][@you:call_you][w:0-10]足球吗[w:0-10],我特别喜欢足球
269,[w:0-10]足球吗[w:0-10][@you:call_you][w:0-10],我特别喜欢足球
270,[w:0-10][@you:call_you][w:0-10]球队[w:0-10]喜欢[w:0-10],我最喜欢的球队就是曼联，你知道的。
271,[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10]球队[w:0-10],我最喜欢的球队就是曼联，你知道的。
272,[w:0-10]球队[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10],我最喜欢的球队就是曼联，你知道的。
273,[w:0-10]球队[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10],我最喜欢的球队就是曼联，你知道的。
274,[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10]球队[w:0-10],我最喜欢的球队就是曼联，你知道的。
275,[w:0-10]喜欢[w:0-10]球队[w:0-10][@you:call_you][w:0-10],我最喜欢的球队就是曼联，你知道的。
276,[w:0-10][@you:call_you][w:0-10]球队[w:0-10]喜爱[w:0-10],我最喜欢的球队就是曼联，你知道的。
277,[w:0-10][@you:call_you][w:0-10]喜爱[w:0-10]球队[w:0-10],我最喜欢的球队就是曼联，你知道的。
278,[w:0-10]球队[w:0-10][@you:call_you][w:0-10]喜爱[w:0-10],我最喜欢的球队就是曼联，你知道的。
279,[w:0-10]球队[w:0-10]喜爱[w:0-10][@you:call_you][w:0-10],我最喜欢的球队就是曼联，你知道的。
280,[w:0-10]喜爱[w:0-10][@you:call_you][w:0-10]球队[w:0-10],我最喜欢的球队就是曼联，你知道的。
281,[w:0-10]喜爱[w:0-10]球队[w:0-10][@you:call_you][w:0-10],我最喜欢的球队就是曼联，你知道的。
282,[w:0-10][@you:call_you][w:0-10]球队[w:0-10]中意[w:0-10],我最喜欢的球队就是曼联，你知道的。
283,[w:0-10][@you:call_you][w:0-10]中意[w:0-10]球队[w:0-10],我最喜欢的球队就是曼联，你知道的。
284,[w:0-10]球队[w:0-10][@you:call_you][w:0-10]中意[w:0-10],我最喜欢的球队就是曼联，你知道的。
285,[w:0-10]球队[w:0-10]中意[w:0-10][@you:call_you][w:0-10],我最喜欢的球队就是曼联，你知道的。
286,[w:0-10]中意[w:0-10][@you:call_you][w:0-10]球队[w:0-10],我最喜欢的球队就是曼联，你知道的。
287,[w:0-10]中意[w:0-10]球队[w:0-10][@you:call_you][w:0-10],我最喜欢的球队就是曼联，你知道的。
288,[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10]球星[w:0-10],当然是C罗
289,[w:0-10][@you:call_you][w:0-10]球星[w:0-10]喜欢[w:0-10],当然是C罗
290,[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10]球星[w:0-10],当然是C罗
291,[w:0-10]喜欢[w:0-10]球星[w:0-10][@you:call_you][w:0-10],当然是C罗
292,[w:0-10]球星[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10],当然是C罗
293,[w:0-10]球星[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10],当然是C罗
294,[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10]球员[w:0-10],当然是C罗
295,[w:0-10][@you:call_you][w:0-10]球员[w:0-10]喜欢[w:0-10],当然是C罗
296,[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10]球员[w:0-10],当然是C罗
297,[w:0-10]喜欢[w:0-10]球员[w:0-10][@you:call_you][w:0-10],当然是C罗
298,[w:0-10]球员[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10],当然是C罗
299,[w:0-10]球员[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10],当然是C罗
300,[w:0-10][@you:call_you][w:0-10]喜爱[w:0-10]球星[w:0-10],当然是C罗
301,[w:0-10][@you:call_you][w:0-10]球星[w:0-10]喜爱[w:0-10],当然是C罗
302,[w:0-10]喜爱[w:0-10][@you:call_you][w:0-10]球星[w:0-10],当然是C罗
303,[w:0-10]喜爱[w:0-10]球星[w:0-10][@you:call_you][w:0-10],当然是C罗
304,[w:0-10]球星[w:0-10][@you:call_you][w:0-10]喜爱[w:0-10],当然是C罗
305,[w:0-10]球星[w:0-10]喜爱[w:0-10][@you:call_you][w:0-10],当然是C罗
306,[w:0-10][@you:call_you][w:0-10]喜爱[w:0-10]球员[w:0-10],当然是C罗
307,[w:0-10][@you:call_you][w:0-10]球员[w:0-10]喜爱[w:0-10],当然是C罗
308,[w:0-10]喜爱[w:0-10][@you:call_you][w:0-10]球员[w:0-10],当然是C罗
309,[w:0-10]喜爱[w:0-10]球员[w:0-10][@you:call_you][w:0-10],当然是C罗
310,[w:0-10]球员[w:0-10][@you:call_you][w:0-10]喜爱[w:0-10],当然是C罗
311,[w:0-10]球员[w:0-10]喜爱[w:0-10][@you:call_you][w:0-10],当然是C罗
312,[w:0-10][@you:call_you][w:0-10]中意[w:0-10]球星[w:0-10],当然是C罗
313,[w:0-10][@you:call_you][w:0-10]球星[w:0-10]中意[w:0-10],当然是C罗
314,[w:0-10]中意[w:0-10][@you:call_you][w:0-10]球星[w:0-10],当然是C罗
315,[w:0-10]中意[w:0-10]球星[w:0-10][@you:call_you][w:0-10],当然是C罗
316,[w:0-10]球星[w:0-10][@you:call_you][w:0-10]中意[w:0-10],当然是C罗
317,[w:0-10]球星[w:0-10]中意[w:0-10][@you:call_you][w:0-10],当然是C罗
318,[w:0-10][@you:call_you][w:0-10]中意[w:0-10]球员[w:0-10],当然是C罗
319,[w:0-10][@you:call_you][w:0-10]球员[w:0-10]中意[w:0-10],当然是C罗
320,[w:0-10]中意[w:0-10][@you:call_you][w:0-10]球员[w:0-10],当然是C罗
321,[w:0-10]中意[w:0-10]球员[w:0-10][@you:call_you][w:0-10],当然是C罗
322,[w:0-10]球员[w:0-10][@you:call_you][w:0-10]中意[w:0-10],当然是C罗
323,[w:0-10]球员[w:0-10]中意[w:0-10][@you:call_you][w:0-10],当然是C罗
324,[w:0-10][@you:call_you][w:0-10]运动[w:0-10]喜欢[w:0-10],足球、篮球、橄榄球、游泳、拳击
325,[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10]运动[w:0-10],足球、篮球、橄榄球、游泳、拳击
326,[w:0-10]运动[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10],足球、篮球、橄榄球、游泳、拳击
327,[w:0-10]运动[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10],足球、篮球、橄榄球、游泳、拳击
328,[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10]运动[w:0-10],足球、篮球、橄榄球、游泳、拳击
329,[w:0-10]喜欢[w:0-10]运动[w:0-10][@you:call_you][w:0-10],足球、篮球、橄榄球、游泳、拳击
330,[w:0-10][@you:call_you][w:0-10]运动[w:0-10]喜爱[w:0-10],足球、篮球、橄榄球、游泳、拳击
331,[w:0-10][@you:call_you][w:0-10]喜爱[w:0-10]运动[w:0-10],足球、篮球、橄榄球、游泳、拳击
332,[w:0-10]运动[w:0-10][@you:call_you][w:0-10]喜爱[w:0-10],足球、篮球、橄榄球、游泳、拳击
333,[w:0-10]运动[w:0-10]喜爱[w:0-10][@you:call_you][w:0-10],足球、篮球、橄榄球、游泳、拳击
334,[w:0-10]喜爱[w:0-10][@you:call_you][w:0-10]运动[w:0-10],足球、篮球、橄榄球、游泳、拳击
335,[w:0-10]喜爱[w:0-10]运动[w:0-10][@you:call_you][w:0-10],足球、篮球、橄榄球、游泳、拳击
336,[w:0-10][@you:call_you][w:0-10]运动[w:0-10]中意[w:0-10],足球、篮球、橄榄球、游泳、拳击
337,[w:0-10][@you:call_you][w:0-10]中意[w:0-10]运动[w:0-10],足球、篮球、橄榄球、游泳、拳击
338,[w:0-10]运动[w:0-10][@you:call_you][w:0-10]中意[w:0-10],足球、篮球、橄榄球、游泳、拳击
339,[w:0-10]运动[w:0-10]中意[w:0-10][@you:call_you][w:0-10],足球、篮球、橄榄球、游泳、拳击
340,[w:0-10]中意[w:0-10][@you:call_you][w:0-10]运动[w:0-10],足球、篮球、橄榄球、游泳、拳击
341,[w:0-10]中意[w:0-10]运动[w:0-10][@you:call_you][w:0-10],足球、篮球、橄榄球、游泳、拳击
342,[w:0-10][@you:call_you][w:0-10]歌手[w:0-10]喜欢[w:0-10],BrunoMars是我比较喜欢的歌手
343,[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10]歌手[w:0-10],BrunoMars是我比较喜欢的歌手
344,[w:0-10]歌手[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10],BrunoMars是我比较喜欢的歌手
345,[w:0-10]歌手[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10],BrunoMars是我比较喜欢的歌手
346,[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10]歌手[w:0-10],BrunoMars是我比较喜欢的歌手
347,[w:0-10]喜欢[w:0-10]歌手[w:0-10][@you:call_you][w:0-10],BrunoMars是我比较喜欢的歌手
348,[w:0-10][@you:call_you][w:0-10]歌手[w:0-10]喜爱[w:0-10],BrunoMars是我比较喜欢的歌手
349,[w:0-10][@you:call_you][w:0-10]喜爱[w:0-10]歌手[w:0-10],BrunoMars是我比较喜欢的歌手
350,[w:0-10]歌手[w:0-10][@you:call_you][w:0-10]喜爱[w:0-10],BrunoMars是我比较喜欢的歌手
351,[w:0-10]歌手[w:0-10]喜爱[w:0-10][@you:call_you][w:0-10],BrunoMars是我比较喜欢的歌手
352,[w:0-10]喜爱[w:0-10][@you:call_you][w:0-10]歌手[w:0-10],BrunoMars是我比较喜欢的歌手
353,[w:0-10]喜爱[w:0-10]歌手[w:0-10][@you:call_you][w:0-10],BrunoMars是我比较喜欢的歌手
354,[w:0-10][@you:call_you][w:0-10]歌手[w:0-10]中意[w:0-10],BrunoMars是我比较喜欢的歌手
355,[w:0-10][@you:call_you][w:0-10]中意[w:0-10]歌手[w:0-10],BrunoMars是我比较喜欢的歌手
356,[w:0-10]歌手[w:0-10][@you:call_you][w:0-10]中意[w:0-10],BrunoMars是我比较喜欢的歌手
357,[w:0-10]歌手[w:0-10]中意[w:0-10][@you:call_you][w:0-10],BrunoMars是我比较喜欢的歌手
358,[w:0-10]中意[w:0-10][@you:call_you][w:0-10]歌手[w:0-10],BrunoMars是我比较喜欢的歌手
359,[w:0-10]中意[w:0-10]歌手[w:0-10][@you:call_you][w:0-10],BrunoMars是我比较喜欢的歌手
360,[w:0-10][@you:call_you][w:0-10]吗[w:0-10]踢球[w:0-10],我还经常踢的，踢前锋位置
361,[w:0-10][@you:call_you][w:0-10]踢球[w:0-10]吗[w:0-10],我还经常踢的，踢前锋位置
362,[w:0-10]吗[w:0-10][@you:call_you][w:0-10]踢球[w:0-10],我还经常踢的，踢前锋位置
363,[w:0-10]吗[w:0-10]踢球[w:0-10][@you:call_you][w:0-10],我还经常踢的，踢前锋位置
364,[w:0-10]踢球[w:0-10][@you:call_you][w:0-10]吗[w:0-10],我还经常踢的，踢前锋位置
365,[w:0-10]踢球[w:0-10]吗[w:0-10][@you:call_you][w:0-10],我还经常踢的，踢前锋位置
366,[w:0-10][@you:call_you][w:0-10]吗[w:0-10]踢足球[w:0-10],我还经常踢的，踢前锋位置
367,[w:0-10][@you:call_you][w:0-10]踢足球[w:0-10]吗[w:0-10],我还经常踢的，踢前锋位置
368,[w:0-10]吗[w:0-10][@you:call_you][w:0-10]踢足球[w:0-10],我还经常踢的，踢前锋位置
369,[w:0-10]吗[w:0-10]踢足球[w:0-10][@you:call_you][w:0-10],我还经常踢的，踢前锋位置
370,[w:0-10]踢足球[w:0-10][@you:call_you][w:0-10]吗[w:0-10],我还经常踢的，踢前锋位置
371,[w:0-10]踢足球[w:0-10]吗[w:0-10][@you:call_you][w:0-10],我还经常踢的，踢前锋位置
372,[w:0-10][@you:call_you][w:0-10]踢[w:0-10]位置[w:0-10],当然是前锋
373,[w:0-10][@you:call_you][w:0-10]位置[w:0-10]踢[w:0-10],当然是前锋
374,[w:0-10]踢[w:0-10][@you:call_you][w:0-10]位置[w:0-10],当然是前锋
375,[w:0-10]踢[w:0-10]位置[w:0-10][@you:call_you][w:0-10],当然是前锋
376,[w:0-10]位置[w:0-10][@you:call_you][w:0-10]踢[w:0-10],当然是前锋
377,[w:0-10]位置[w:0-10]踢[w:0-10][@you:call_you][w:0-10],当然是前锋
378,[w:0-10][@you:call_you][w:0-10]电影[w:0-10]喜欢[w:0-10],肖申克的救赎
379,[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10]电影[w:0-10],肖申克的救赎
380,[w:0-10]电影[w:0-10][@you:call_you][w:0-10]喜欢[w:0-10],肖申克的救赎
381,[w:0-10]电影[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10],肖申克的救赎
382,[w:0-10]喜欢[w:0-10][@you:call_you][w:0-10]电影[w:0-10],肖申克的救赎
383,[w:0-10]喜欢[w:0-10]电影[w:0-10][@you:call_you][w:0-10],肖申克的救赎
384,[w:0-10][@you:call_you][w:0-10]电影[w:0-10]喜爱[w:0-10],肖申克的救赎
385,[w:0-10][@you:call_you][w:0-10]喜爱[w:0-10]电影[w:0-10],肖申克的救赎
386,[w:0-10]电影[w:0-10][@you:call_you][w:0-10]喜爱[w:0-10],肖申克的救赎
387,[w:0-10]电影[w:0-10]喜爱[w:0-10][@you:call_you][w:0-10],肖申克的救赎
388,[w:0-10]喜爱[w:0-10][@you:call_you][w:0-10]电影[w:0-10],肖申克的救赎
389,[w:0-10]喜爱[w:0-10]电影[w:0-10][@you:call_you][w:0-10],肖申克的救赎
390,[w:0-10][@you:call_you][w:0-10]电影[w:0-10]中意[w:0-10],肖申克的救赎
391,[w:0-10][@you:call_you][w:0-10]中意[w:0-10]电影[w:0-10],肖申克的救赎
392,[w:0-10]电影[w:0-10][@you:call_you][w:0-10]中意[w:0-10],肖申克的救赎
393,[w:0-10]电影[w:0-10]中意[w:0-10][@you:call_you][w:0-10],肖申克的救赎
394,[w:0-10]中意[w:0-10][@you:call_you][w:0-10]电影[w:0-10],肖申克的救赎
395,[w:0-10]中意[w:0-10]电影[w:0-10][@you:call_you][w:0-10],肖申克的救赎
396,[w:0-10][@you:call_you][w:0-10]电影[w:0-10]爱看[w:0-10],肖申克的救赎
397,[w:0-10][@you:call_you][w:0-10]爱看[w:0-10]电影[w:0-10],肖申克的救赎
398,[w:0-10]电影[w:0-10][@you:call_you][w:0-10]爱看[w:0-10],肖申克的救赎
399,[w:0-10]电影[w:0-10]爱看[w:0-10][@you:call_you][w:0-10],肖申克的救赎
400,[w:0-10]爱看[w:0-10][@you:call_you][w:0-10]电影[w:0-10],肖申克的救赎
401,[w:0-10]爱看[w:0-10]电影[w:0-10][@you:call_you][w:0-10],肖申克的救赎
402,[w:0-10][@you:call_you][w:0-10]电影[w:0-10]好评[w:0-10],肖申克的救赎
403,[w:0-10][@you:call_you][w:0-10]好评[w:0-10]电影[w:0-10],肖申克的救赎
404,[w:0-10]电影[w:0-10][@you:call_you][w:0-10]好评[w:0-10],肖申克的救赎
405,[w:0-10]电影[w:0-10]好评[w:0-10][@you:call_you][w:0-10],肖申克的救赎
406,[w:0-10]好评[w:0-10][@you:call_you][w:0-10]电影[w:0-10],肖申克的救赎
407,[w:0-10]好评[w:0-10]电影[w:0-10][@you:call_you][w:0-10],肖申克的救赎
408,[w:0-10][@you:call_you][w:0-10]新歌[w:0-10]有[w:0-10],[action：播放音乐-新歌]
409,[w:0-10][@you:call_you][w:0-10]有[w:0-10]新歌[w:0-10],[action：播放音乐-新歌]
410,[w:0-10]新歌[w:0-10][@you:call_you][w:0-10]有[w:0-10],[action：播放音乐-新歌]
411,[w:0-10]新歌[w:0-10]有[w:0-10][@you:call_you][w:0-10],[action：播放音乐-新歌]
412,[w:0-10]有[w:0-10][@you:call_you][w:0-10]新歌[w:0-10],[action：播放音乐-新歌]
413,[w:0-10]有[w:0-10]新歌[w:0-10][@you:call_you][w:0-10],[action：播放音乐-新歌]
414,[w:0-10][@you:call_you][w:0-10]新歌[w:0-10]听[w:0-10],[action：播放音乐-新歌]
415,[w:0-10][@you:call_you][w:0-10]听[w:0-10]新歌[w:0-10],[action：播放音乐-新歌]
416,[w:0-10]新歌[w:0-10][@you:call_you][w:0-10]听[w:0-10],[action：播放音乐-新歌]
417,[w:0-10]新歌[w:0-10]听[w:0-10][@you:call_you][w:0-10],[action：播放音乐-新歌]
418,[w:0-10]听[w:0-10][@you:call_you][w:0-10]新歌[w:0-10],[action：播放音乐-新歌]
419,[w:0-10]听[w:0-10]新歌[w:0-10][@you:call_you][w:0-10],[action：播放音乐-新歌]
420,[w:0-10][@you:call_you][w:0-10]新歌[w:0-10]唱[w:0-10],[action：播放音乐-新歌]
421,[w:0-10][@you:call_you][w:0-10]唱[w:0-10]新歌[w:0-10],[action：播放音乐-新歌]
422,[w:0-10]新歌[w:0-10][@you:call_you][w:0-10]唱[w:0-10],[action：播放音乐-新歌]
423,[w:0-10]新歌[w:0-10]唱[w:0-10][@you:call_you][w:0-10],[action：播放音乐-新歌]
424,[w:0-10]唱[w:0-10][@you:call_you][w:0-10]新歌[w:0-10],[action：播放音乐-新歌]
425,[w:0-10]唱[w:0-10]新歌[w:0-10][@you:call_you][w:0-10],[action：播放音乐-新歌]
426,[w:0-10][@you:call_you][w:0-10]新歌[w:0-10]要[w:0-10],[action：播放音乐-新歌]
427,[w:0-10][@you:call_you][w:0-10]要[w:0-10]新歌[w:0-10],[action：播放音乐-新歌]
428,[w:0-10]新歌[w:0-10][@you:call_you][w:0-10]要[w:0-10],[action：播放音乐-新歌]
429,[w:0-10]新歌[w:0-10]要[w:0-10][@you:call_you][w:0-10],[action：播放音乐-新歌]
430,[w:0-10]要[w:0-10][@you:call_you][w:0-10]新歌[w:0-10],[action：播放音乐-新歌]
431,[w:0-10]要[w:0-10]新歌[w:0-10][@you:call_you][w:0-10],[action：播放音乐-新歌]
432,[w:0-10]$song[w:0-10]放[w:0-10],[action: 播放音乐-歌名]
433,[w:0-10]放[w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
434,[w:0-10]$song[w:0-10]听[w:0-10],[action: 播放音乐-歌名]
435,[w:0-10]听[w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
436,[w:0-10]$song[w:0-10]唱[w:0-10],[action: 播放音乐-歌名]
437,[w:0-10]唱[w:0-10]$song[w:0-10],[action: 播放音乐-歌名]
438,[w:0-10]$song[w:0-10]要[w:0-10],[action: 播放音乐-歌名]
